File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF507MGL	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR155KHM	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ARNT	DNA	NA	NA	NA	NA	NA	2016-04-21	ENCODE	NA	NA	450-650	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF071HZE/, /files/ENCFF001TDO/, /files/ENCFF011UZZ/, /files/ENCFF652WXC/	214239	ENCODE Processing Pipeline	5840c9b0b65a89375f82d3cdf94ec1f5	NA	https://www.encodeproject.org/files/ENCFF507MGL/@@download/ENCFF507MGL.bed.gz	NA	NA	NA	released	s3://encode-public/2017/03/06/3c56c16d-53c5-4482-b8b6-9d56821321a7/ENCFF507MGL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/03/06/3c56c16d-53c5-4482-b8b6-9d56821321a7/ENCFF507MGL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mild to moderate bottlenecking	NA	NA
ENCFF392MUM	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR502OEK	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ELF1	DNA	NA	NA	NA	NA	NA	2016-07-28	ENCODE	NA	NA	450-650	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF725PEY/, /files/ENCFF883ZAE/, /files/ENCFF001TDO/, /files/ENCFF813JVU/	271048	ENCODE Processing Pipeline	feec5c83ee0073bfeead5b1f269e553f	NA	https://www.encodeproject.org/files/ENCFF392MUM/@@download/ENCFF392MUM.bed.gz	NA	NA	NA	released	s3://encode-public/2017/03/05/e44e566b-e6fc-41ea-8d56-b1cf9a843ab9/ENCFF392MUM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/03/05/e44e566b-e6fc-41ea-8d56-b1cf9a843ab9/ENCFF392MUM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	low read depth, antibody characterized with exemption	NA	NA
ENCFF144PPR	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR837EYC	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	NRF1	DNA	NA	NA	NA	NA	NA	2016-06-16	ENCODE	NA	sonication (generic)	NA	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF001TDO/, /files/ENCFF892HJT/, /files/ENCFF606MZK/, /files/ENCFF559ITE/	370811	ENCODE Processing Pipeline	ed341ef382b1729a4467c26b9d7afc00	NA	https://www.encodeproject.org/files/ENCFF144PPR/@@download/ENCFF144PPR.bed.gz	NA	NA	NA	released	s3://encode-public/2017/03/08/d2c5b540-cdab-4395-b98d-6880a34dd7ff/ENCFF144PPR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/03/08/d2c5b540-cdab-4395-b98d-6880a34dd7ff/ENCFF144PPR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mild to moderate bottlenecking, low read depth, moderate library complexity	NA	NA
ENCFF564WEB	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000BMD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ELF1	DNA	NA	NA	NA	NA	NA	2011-07-18	ENCODE	NA	see document	NA	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF445HQE/, /files/ENCFF001TDO/, /files/ENCFF634DSI/, /files/ENCFF875HXY/	561894	ENCODE Processing Pipeline	eacf14da9a574f49fd8a632a87be3b4d	NA	https://www.encodeproject.org/files/ENCFF564WEB/@@download/ENCFF564WEB.bed.gz	NA	NA	NA	released	s3://encode-public/2017/12/08/0cd1b2b2-e0ff-4345-bda2-b01fceb4bb43/ENCFF564WEB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/12/08/0cd1b2b2-e0ff-4345-bda2-b01fceb4bb43/ENCFF564WEB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	control low read depth, mild to moderate bottlenecking, low read length	poor library complexity, insufficient replicate concordance, insufficient read depth, severe bottlenecking	NA
ENCFF388AJH	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR854MCV	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	insertion	{'dbxrefs': ['FactorBook:IRF1'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/3659/'], '@type': ['Target', 'Item'], 'label': 'IRF1', 'title': 'IRF1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '8adb5c12-09b7-44da-83b4-beffd775226f', 'schema_version': '14', 'name': 'IRF1-human', '@id': '/targets/IRF1-human/', 'status': 'released'}	NA	NA	NA	IRF1	DNA	NA	NA	NA	NA	NA	2016-03-02	ENCODE	NA	NA	450-650	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF961ADP/, /files/ENCFF814SES/, /files/ENCFF857RCJ/, /files/ENCFF001TDO/	272085	ENCODE Processing Pipeline	84c15f8be1f7b09a51e64536e6a6dd11	NA	https://www.encodeproject.org/files/ENCFF388AJH/@@download/ENCFF388AJH.bed.gz	NA	NA	NA	released	s3://encode-public/2017/03/05/800da50f-81b0-4c54-a804-d9413f0ea688/ENCFF388AJH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/03/05/800da50f-81b0-4c54-a804-d9413f0ea688/ENCFF388AJH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	missing genetic modification characterization, mild to moderate bottlenecking, borderline replicate concordance, missing compliant biosample characterization, low read depth, moderate library complexity	NA	NA
ENCFF992QZV	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR494TDU	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	NRF1	DNA	NA	NA	NA	NA	NA	2014-07-07	ENCODE	NA	NA	450-650	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF940NRT/, /files/ENCFF001TDO/, /files/ENCFF312EZM/, /files/ENCFF477OCU/	622007	ENCODE Processing Pipeline	abd4e1b435d690187f35c0bf71fe5cdb	NA	https://www.encodeproject.org/files/ENCFF992QZV/@@download/ENCFF992QZV.bed.gz	NA	NA	NA	released	s3://encode-public/2018/02/26/a0079773-fdce-4980-8488-e15575e64b95/ENCFF992QZV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/02/26/a0079773-fdce-4980-8488-e15575e64b95/ENCFF992QZV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mild to moderate bottlenecking	NA	NA
ENCFF638YFC	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR494TDU	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	NRF1	DNA	NA	NA	NA	NA	NA	2014-07-07	ENCODE	NA	NA	450-650	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF794VUJ/, /files/ENCFF116JUN/, /files/ENCFF001TDO/, /files/ENCFF731JDO/	549409	ENCODE Processing Pipeline	251eed7221822cb7a11fd6e446f1ffc8	NA	https://www.encodeproject.org/files/ENCFF638YFC/@@download/ENCFF638YFC.bed.gz	NA	NA	NA	archived	s3://encode-public/2017/03/06/e77502d5-f4d6-4013-9f36-f1490c9277bb/ENCFF638YFC.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/03/06/e77502d5-f4d6-4013-9f36-f1490c9277bb/ENCFF638YFC.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	NA	NA	mild to moderate bottlenecking	NA	NA
ENCFF426DUB	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR795IYP	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	JUNB	DNA	NA	NA	NA	NA	NA	2016-03-02	ENCODE	NA	sonication (generic)	NA	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF325KGM/, /files/ENCFF001TDO/, /files/ENCFF127XOZ/, /files/ENCFF997SXB/	95173	ENCODE Processing Pipeline	9f0888598e4c0a94620276153bf94d46	NA	https://www.encodeproject.org/files/ENCFF426DUB/@@download/ENCFF426DUB.bed.gz	NA	NA	NA	released	s3://encode-public/2017/03/06/bc2a0d0e-6974-4186-bc14-e81271586633/ENCFF426DUB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/03/06/bc2a0d0e-6974-4186-bc14-e81271586633/ENCFF426DUB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	borderline replicate concordance, low read depth, antibody characterized with exemption	NA	NA
ENCFF696KPD	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000BRR	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	STAT5A	DNA	NA	NA	NA	NA	NA	2012-02-29	ENCODE	NA	see document	NA	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF373WLW/, /files/ENCFF562UJV/, /files/ENCFF001TDO/, /files/ENCFF556KAN/	241687	ENCODE Processing Pipeline	c7fe8f342e3192db1d65922e864f8c7e	NA	https://www.encodeproject.org/files/ENCFF696KPD/@@download/ENCFF696KPD.bed.gz	NA	NA	NA	released	s3://encode-public/2017/12/08/2c95cbae-667c-46c9-be96-696c42dd0b75/ENCFF696KPD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/12/08/2c95cbae-667c-46c9-be96-696c42dd0b75/ENCFF696KPD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	low read length, borderline replicate concordance, inconsistent platforms	NA	NA
ENCFF232KAH	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR091GVJ	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/466/'], '@type': ['Target', 'Item'], 'name': 'ATF1-human', 'label': 'ATF1', '@id': '/targets/ATF1-human/', 'title': 'ATF1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '57a814e4-7bfb-4832-84c3-ab2d1047c4d1', 'status': 'released'}	NA	NA	NA	ATF1	DNA	NA	NA	NA	NA	NA	2016-01-14	ENCODE	NA	NA	450-650	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF621JGB/, /files/ENCFF001TDO/, /files/ENCFF077HXE/, /files/ENCFF234YBT/	847500	ENCODE Processing Pipeline	c7510df2956ffb6634c5f8adaa79d8ec	NA	https://www.encodeproject.org/files/ENCFF232KAH/@@download/ENCFF232KAH.bed.gz	NA	NA	NA	released	s3://encode-public/2017/03/06/87c5b8db-033f-48eb-9af6-0a7552521572/ENCFF232KAH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/03/06/87c5b8db-033f-48eb-9af6-0a7552521572/ENCFF232KAH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	missing genetic modification characterization, missing compliant biosample characterization	NA	NA
ENCFF237UAN	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR041AXL	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	RFX1	DNA	NA	NA	NA	NA	NA	2016-06-23	ENCODE	NA	NA	450-650	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF001TDO/, /files/ENCFF830YCS/, /files/ENCFF008XTO/, /files/ENCFF811RGP/	297362	ENCODE Processing Pipeline	cf2d85601c8811ad39574a73908395c8	NA	https://www.encodeproject.org/files/ENCFF237UAN/@@download/ENCFF237UAN.bed.gz	NA	NA	NA	released	s3://encode-public/2017/03/05/b4d5549f-8594-4c62-8ed3-20a29a4c6f7a/ENCFF237UAN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/03/05/b4d5549f-8594-4c62-8ed3-20a29a4c6f7a/ENCFF237UAN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mild to moderate bottlenecking, low read depth	NA	NA
ENCFF998YJY	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR563LLO	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	E2F1	DNA	NA	NA	NA	NA	NA	2016-07-08	ENCODE	NA	NA	450-650	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF001TDO/, /files/ENCFF218RJK/, /files/ENCFF159RHZ/, /files/ENCFF710KKZ/	145663	ENCODE Processing Pipeline	167456f68af8d185c73af8324361f14e	NA	https://www.encodeproject.org/files/ENCFF998YJY/@@download/ENCFF998YJY.bed.gz	NA	NA	NA	released	s3://encode-public/2017/03/05/a6f4935e-c658-4c0e-bb9d-3b4ec415a35f/ENCFF998YJY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/03/05/a6f4935e-c658-4c0e-bb9d-3b4ec415a35f/ENCFF998YJY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mild to moderate bottlenecking, low read depth	NA	NA
ENCFF828JWK	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR416QLJ	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	insertion	{'dbxrefs': ['FactorBook:CEBPB'], 'aliases': ['michael-snyder:TS-223'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/1051/'], '@type': ['Target', 'Item'], 'label': 'CEBPB', 'title': 'CEBPB (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '664dba7f-f66c-4b46-aabb-a84058ad7571', 'schema_version': '14', 'name': 'CEBPB-human', '@id': '/targets/CEBPB-human/', 'status': 'released'}	NA	NA	NA	CEBPB	DNA	NA	NA	NA	NA	NA	2016-01-14	ENCODE	NA	NA	450-650	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF408FLA/, /files/ENCFF001TDO/, /files/ENCFF519FSK/, /files/ENCFF441YTV/	1173339	ENCODE Processing Pipeline	497b62adf65e7673d2d5bc8fa194a587	NA	https://www.encodeproject.org/files/ENCFF828JWK/@@download/ENCFF828JWK.bed.gz	NA	NA	NA	released	s3://encode-public/2017/03/06/e417d9cd-44dd-40c1-8a59-97a56d51b4da/ENCFF828JWK.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/03/06/e417d9cd-44dd-40c1-8a59-97a56d51b4da/ENCFF828JWK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	missing genetic modification characterization, missing compliant biosample characterization	NA	NA
ENCFF257RYT	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR647ZXA	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1823'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/4209/'], '@type': ['Target', 'Item'], 'name': 'MEF2D-human', 'label': 'MEF2D', '@id': '/targets/MEF2D-human/', 'title': 'MEF2D (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '6ae48ba8-3f5f-4990-a4ee-e6f8f7ce6ec3', 'status': 'released'}	NA	NA	NA	MEF2D	DNA	NA	NA	NA	NA	NA	2016-08-24	ENCODE	NA	NA	NA	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF001TDO/, /files/ENCFF345KFF/, /files/ENCFF369MAB/, /files/ENCFF170VIW/	270622	ENCODE Processing Pipeline	7e3090a199e6b19be857acc869c561a1	NA	https://www.encodeproject.org/files/ENCFF257RYT/@@download/ENCFF257RYT.bed.gz	NA	NA	NA	released	s3://encode-public/2016/08/23/0eec1f5b-99c0-4b7f-b83a-9cb2bd806f8b/ENCFF257RYT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/08/23/0eec1f5b-99c0-4b7f-b83a-9cb2bd806f8b/ENCFF257RYT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	missing genetic modification characterization, missing compliant biosample characterization, low read depth	NA	NA
ENCFF422BXE	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR588AKU	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	RUNX1	DNA	NA	NA	NA	NA	NA	2016-03-31	ENCODE	NA	sonication (generic)	NA	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF011EFB/, /files/ENCFF001TDO/, /files/ENCFF689EEG/, /files/ENCFF206UIN/	67757	ENCODE Processing Pipeline	e97fc8a7872ed1a2adc9f51836bb71e1	NA	https://www.encodeproject.org/files/ENCFF422BXE/@@download/ENCFF422BXE.bed.gz	NA	NA	NA	released	s3://encode-public/2018/02/28/27798555-30f8-453b-b273-759d4b530e77/ENCFF422BXE.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/02/28/27798555-30f8-453b-b273-759d4b530e77/ENCFF422BXE.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	low read depth, antibody characterized with exemption	NA	NA
ENCFF315YAF	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR038DJJ	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	SMAD1	DNA	NA	NA	NA	NA	NA	2014-07-07	ENCODE	NA	NA	150-350	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF001TDO/, /files/ENCFF567MRG/, /files/ENCFF067UPX/, /files/ENCFF328DUA/	163107	ENCODE Processing Pipeline	00df6f6748c20e2ecc98bc3d078b2bd2	NA	https://www.encodeproject.org/files/ENCFF315YAF/@@download/ENCFF315YAF.bed.gz	NA	NA	NA	released	s3://encode-public/2017/03/05/ba96262b-50a1-433d-b015-deb9abf96281/ENCFF315YAF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/03/05/ba96262b-50a1-433d-b015-deb9abf96281/ENCFF315YAF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	low read length, low read depth	partially characterized antibody	NA
ENCFF228PSB	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR632DCH	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	insertion	{'dbxrefs': ['FactorBook:ATF3'], 'aliases': ['michael-snyder:TS-100'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/467/'], '@type': ['Target', 'Item'], 'label': 'ATF3', 'title': 'ATF3 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'bf9cec54-75ce-4795-a4e4-cefc7a6e1191', 'schema_version': '14', 'name': 'ATF3-human', '@id': '/targets/ATF3-human/', 'status': 'released'}	NA	hg19 1 212658547 212847095	NA	ATF3	DNA	NA	NA	NA	NA	NA	2016-08-24	ENCODE	NA	NA	NA	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF001TDO/, /files/ENCFF303DKR/, /files/ENCFF281ART/, /files/ENCFF435TZX/	799671	ENCODE Processing Pipeline	054f28f450d6d4e35a9993fce120ae4c	NA	https://www.encodeproject.org/files/ENCFF228PSB/@@download/ENCFF228PSB.bed.gz	NA	NA	NA	released	s3://encode-public/2016/08/23/e56afe1c-789b-440f-8433-280a015f718d/ENCFF228PSB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/08/23/e56afe1c-789b-440f-8433-280a015f718d/ENCFF228PSB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	missing genetic modification characterization, mild to moderate bottlenecking, missing compliant biosample characterization, low read depth, moderate library complexity	NA	NA
ENCFF043YZF	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR832OGB	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	LEF1	DNA	NA	NA	NA	NA	NA	2017-05-17	ENCODE	NA	NA	450-650	3, 4	3_1, 4_1	NA	NA	NA	NA	NA	NA	/files/ENCFF804WBF/, /files/ENCFF001TDO/, /files/ENCFF700RYG/, /files/ENCFF404ZDG/	98778	ENCODE Processing Pipeline	35c35430c78f681d42182db300ec48a9	NA	https://www.encodeproject.org/files/ENCFF043YZF/@@download/ENCFF043YZF.bed.gz	NA	NA	NA	released	s3://encode-public/2017/02/22/fc48845c-510e-4e69-a7bf-65b031ea9095/ENCFF043YZF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/02/22/fc48845c-510e-4e69-a7bf-65b031ea9095/ENCFF043YZF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	borderline replicate concordance, mild to moderate bottlenecking	NA	NA
ENCFF004WYV	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR211LTF	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	EGR1	DNA	NA	NA	NA	NA	NA	2017-05-17	ENCODE	NA	NA	450-650	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF920IJY/, /files/ENCFF001TDO/, /files/ENCFF634YJK/, /files/ENCFF343JJX/	557721	ENCODE Processing Pipeline	f1a92ff86172ca7ec73d6ddfff66ecc4	NA	https://www.encodeproject.org/files/ENCFF004WYV/@@download/ENCFF004WYV.bed.gz	NA	NA	NA	released	s3://encode-public/2017/02/03/12b42f27-e642-4ac5-a65c-8c3d5d5b45fa/ENCFF004WYV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/02/03/12b42f27-e642-4ac5-a65c-8c3d5d5b45fa/ENCFF004WYV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	low read depth	NA	NA
